Method;Query;n;Disk Accesses;Query Time;Construction Time
CP;43;14;12;19000;30954000
CP;44;14;10;15000;30954000
CP;45;14;8;11000;30954000
CP;46;14;10;14000;30954000
CP;47;14;9;13000;30954000
CP;48;14;8;12000;30954000
CP;49;14;9;14000;30954000
CP;50;14;10;14000;30954000
CP;51;14;11;17000;30954000
CP;52;14;7;10000;30954000
CP;53;14;8;12000;30954000
CP;54;14;8;12000;30954000
CP;55;14;9;15000;30954000
CP;56;14;11;15000;30954000
CP;57;14;10;16000;30954000
CP;58;14;9;13000;30954000
CP;59;14;9;16000;30954000
CP;60;14;12;18000;30954000
CP;61;14;8;12000;30954000
CP;62;14;5;9000;30954000
CP;63;14;8;17000;30954000
CP;64;14;8;11000;30954000
CP;65;14;11;18000;30954000
CP;66;14;9;15000;30954000
CP;67;14;6;10000;30954000
CP;68;14;11;16000;30954000
CP;69;14;6;9000;30954000
CP;70;14;12;18000;30954000
CP;71;14;8;13000;30954000
CP;72;14;4;7000;30954000
CP;73;14;7;11000;30954000
CP;74;14;7;11000;30954000
CP;75;14;11;16000;30954000
CP;76;14;11;16000;30954000
CP;77;14;8;14000;30954000
CP;78;14;12;17000;30954000
CP;79;14;12;18000;30954000
CP;80;14;7;12000;30954000
CP;81;14;10;14000;30954000
CP;82;14;8;17000;30954000
CP;83;14;11;18000;30954000
CP;84;14;10;15000;30954000
CP;85;14;11;15000;30954000
CP;86;14;9;20000;30954000
CP;87;14;7;12000;30954000
CP;88;14;10;15000;30954000
CP;89;14;8;13000;30954000
CP;90;14;9;12000;30954000
CP;91;14;11;16000;30954000
CP;92;14;7;11000;30954000
CP;93;14;6;10000;30954000
CP;94;14;7;10000;30954000
CP;95;14;9;13000;30954000
CP;96;14;5;7000;30954000
CP;97;14;9;14000;30954000
CP;98;14;8;18000;30954000
CP;99;14;7;11000;30954000
SS;0;14;6;13000;120721290000
SS;1;14;8;21000;120721290000
SS;2;14;6;16000;120721290000
SS;3;14;8;18000;120721290000
SS;4;14;7;21000;120721290000
SS;5;14;7;19000;120721290000
SS;6;14;5;9000;120721290000
SS;7;14;6;20000;120721290000
SS;8;14;4;11000;120721290000
SS;9;14;7;13000;120721290000
SS;10;14;7;11000;120721290000
SS;11;14;5;7000;120721290000
SS;12;14;9;15000;120721290000
SS;13;14;4;8000;120721290000
SS;14;14;5;10000;120721290000
SS;15;14;8;22000;120721290000
SS;16;14;5;13000;120721290000
SS;17;14;10;20000;120721290000
SS;18;14;4;9000;120721290000
SS;19;14;7;17000;120721290000
SS;20;14;8;15000;120721290000
SS;21;14;6;19000;120721290000
SS;22;14;8;23000;120721290000
SS;23;14;7;16000;120721290000
SS;24;14;6;14000;120721290000
SS;25;14;6;10000;120721290000
SS;26;14;5;10000;120721290000
SS;27;14;7;12000;120721290000
SS;28;14;8;14000;120721290000
SS;29;14;6;11000;120721290000
SS;30;14;9;23000;120721290000
SS;31;14;6;15000;120721290000
SS;32;14;7;10000;120721290000
SS;33;14;6;10000;120721290000
SS;34;14;6;10000;120721290000
SS;35;14;9;22000;120721290000
SS;36;14;4;6000;120721290000
SS;37;14;8;14000;120721290000
SS;38;14;7;17000;120721290000
SS;39;14;7;16000;120721290000
SS;40;14;6;10000;120721290000
SS;41;14;8;13000;120721290000
SS;42;14;7;13000;120721290000
SS;43;14;7;11000;120721290000
SS;44;14;9;18000;120721290000
SS;45;14;6;10000;120721290000
SS;46;14;5;9000;120721290000
SS;47;14;5;13000;120721290000
SS;48;14;6;19000;120721290000
SS;49;14;7;15000;120721290000
SS;50;14;7;16000;120721290000
SS;51;14;8;22000;120721290000
SS;52;14;9;15000;120721290000
SS;53;14;7;15000;120721290000
SS;54;14;5;18000;120721290000
SS;55;14;9;26000;120721290000
SS;56;14;7;10000;120721290000
SS;57;14;8;12000;120721290000
SS;58;14;7;21000;120721290000
SS;59;14;8;18000;120721290000
SS;60;14;7;15000;120721290000
SS;61;14;7;15000;120721290000
SS;62;14;3;4000;120721290000
SS;63;14;9;32000;120721290000
SS;64;14;7;15000;120721290000
SS;65;14;7;12000;120721290000
SS;66;14;8;13000;120721290000
SS;67;14;9;22000;120721290000
SS;68;14;10;19000;120721290000
SS;69;14;5;8000;120721290000
SS;70;14;8;23000;120721290000
SS;71;14;7;20000;120721290000
SS;72;14;3;5000;120721290000
SS;73;14;6;10000;120721290000
SS;74;14;7;11000;120721290000
SS;75;14;7;12000;120721290000
SS;76;14;10;19000;120721290000
SS;77;14;9;14000;120721290000
SS;78;14;9;14000;120721290000
SS;79;14;7;11000;120721290000
SS;80;14;4;7000;120721290000
SS;81;14;6;11000;120721290000
SS;82;14;5;8000;120721290000
SS;83;14;7;14000;120721290000
SS;84;14;8;17000;120721290000
SS;85;14;7;16000;120721290000
SS;86;14;8;18000;120721290000
SS;87;14;7;13000;120721290000
SS;88;14;9;27000;120721290000
SS;89;14;6;12000;120721290000
SS;90;14;7;16000;120721290000
SS;91;14;8;14000;120721290000
SS;92;14;7;12000;120721290000
SS;93;14;6;19000;120721290000
SS;94;14;6;15000;120721290000
SS;95;14;6;22000;120721290000
SS;96;14;5;8000;120721290000
SS;97;14;9;24000;120721290000
SS;98;14;7;13000;120721290000
SS;99;14;7;19000;120721290000
CP;0;15;12;41000;72471000
CP;1;15;11;59000;72471000
CP;2;15;10;38000;72471000
CP;3;15;12;23000;72471000
CP;4;15;12;19000;72471000
CP;5;15;11;25000;72471000
CP;6;15;5;10000;72471000
CP;7;15;6;9000;72471000
CP;8;15;9;13000;72471000
CP;9;15;8;12000;72471000
CP;10;15;11;16000;72471000
CP;11;15;9;19000;72471000
CP;12;15;14;24000;72471000
CP;13;15;8;11000;72471000
CP;14;15;13;18000;72471000
CP;15;15;11;20000;72471000
CP;16;15;9;13000;72471000
CP;17;15;12;24000;72471000
CP;18;15;7;10000;72471000
CP;19;15;12;17000;72471000
CP;20;15;11;21000;72471000
CP;21;15;12;16000;72471000
CP;22;15;12;16000;72471000
CP;23;15;10;13000;72471000
CP;24;15;6;12000;72471000
CP;25;15;10;14000;72471000
CP;26;15;12;17000;72471000
CP;27;15;11;16000;72471000
CP;28;15;16;23000;72471000
CP;29;15;8;12000;72471000
CP;30;15;12;17000;72471000
CP;31;15;9;12000;72471000
CP;32;15;11;15000;72471000
CP;33;15;15;20000;72471000
CP;34;15;9;12000;72471000
CP;35;15;10;15000;72471000
CP;36;15;7;10000;72471000
CP;37;15;12;42000;72471000
CP;38;15;12;16000;72471000
CP;39;15;12;16000;72471000
CP;40;15;9;13000;72471000
CP;41;15;10;15000;72471000
CP;42;15;14;20000;72471000
CP;43;15;10;14000;72471000
CP;44;15;12;17000;72471000
CP;45;15;8;12000;72471000
CP;46;15;12;16000;72471000
CP;47;15;10;21000;72471000
CP;48;15;13;19000;72471000
CP;49;15;10;13000;72471000
CP;50;15;10;15000;72471000
CP;51;15;13;19000;72471000
CP;52;15;9;12000;72471000
CP;53;15;13;20000;72471000
CP;54;15;9;13000;72471000
CP;55;15;11;15000;72471000
CP;56;15;11;19000;72471000
CP;57;15;10;16000;72471000
CP;58;15;11;15000;72471000
CP;59;15;10;15000;72471000
CP;60;15;15;20000;72471000
CP;61;15;13;19000;72471000
CP;62;15;6;8000;72471000
CP;63;15;12;17000;72471000
CP;64;15;10;15000;72471000
CP;65;15;15;21000;72471000
CP;66;15;11;16000;72471000
CP;67;15;9;16000;72471000
CP;68;15;13;19000;72471000
CP;69;15;10;14000;72471000
CP;70;15;8;10000;72471000
CP;71;15;10;14000;72471000
CP;72;15;6;9000;72471000
CP;73;15;6;9000;72471000
CP;74;15;10;12000;72471000
CP;75;15;12;17000;72471000
CP;76;15;15;21000;72471000
CP;77;15;15;26000;72471000
CP;78;15;12;17000;72471000
CP;79;15;9;13000;72471000
CP;80;15;9;11000;72471000
CP;81;15;13;18000;72471000
CP;82;15;10;17000;72471000
CP;83;15;13;17000;72471000
CP;84;15;10;15000;72471000
CP;85;15;10;16000;72471000
CP;86;15;10;15000;72471000
CP;87;15;12;19000;72471000
CP;88;15;12;17000;72471000
CP;89;15;10;15000;72471000
CP;90;15;12;17000;72471000
CP;91;15;11;16000;72471000
CP;92;15;12;18000;72471000
CP;93;15;8;12000;72471000
CP;94;15;7;9000;72471000
CP;95;15;9;13000;72471000
CP;96;15;12;18000;72471000
CP;97;15;14;20000;72471000
CP;98;15;9;17000;72471000
CP;99;15;14;19000;72471000
SS;0;15;10;28000;500303345000
SS;1;15;10;27000;500303345000
SS;2;15;10;25000;500303345000
SS;3;15;10;24000;500303345000
SS;4;15;11;29000;500303345000
SS;5;15;10;28000;500303345000
SS;6;15;6;17000;500303345000
SS;7;15;6;11000;500303345000
SS;8;15;7;16000;500303345000
SS;9;15;7;13000;500303345000
SS;10;15;7;13000;500303345000
SS;11;15;7;12000;500303345000
SS;12;15;11;25000;500303345000
SS;13;15;7;11000;500303345000
SS;14;15;11;24000;500303345000
SS;15;15;12;22000;500303345000
SS;16;15;5;13000;500303345000
SS;17;15;9;15000;500303345000
SS;18;15;7;12000;500303345000
SS;19;15;10;17000;500303345000
SS;20;15;9;15000;500303345000
SS;21;15;10;17000;500303345000
SS;22;15;9;15000;500303345000
SS;23;15;11;22000;500303345000
SS;24;15;6;10000;500303345000
SS;25;15;10;18000;500303345000
SS;26;15;11;19000;500303345000
SS;27;15;9;20000;500303345000
SS;28;15;11;24000;500303345000
SS;29;15;8;14000;500303345000
SS;30;15;10;17000;500303345000
SS;31;15;8;13000;500303345000
SS;32;15;11;23000;500303345000
SS;33;15;13;20000;500303345000
SS;34;15;5;12000;500303345000
SS;35;15;7;16000;500303345000
SS;36;15;6;10000;500303345000
SS;37;15;8;17000;500303345000
SS;38;15;9;15000;500303345000
SS;39;15;9;15000;500303345000
SS;40;15;10;17000;500303345000
SS;41;15;9;16000;500303345000
SS;42;15;9;15000;500303345000
SS;43;15;11;22000;500303345000
SS;44;15;9;15000;500303345000
SS;45;15;8;14000;500303345000
SS;46;15;11;19000;500303345000
SS;47;15;7;32000;500303345000
SS;48;15;10;17000;500303345000
SS;49;15;11;19000;500303345000
SS;50;15;12;20000;500303345000
SS;51;15;10;17000;500303345000
SS;52;15;11;34000;500303345000
SS;53;15;10;26000;500303345000
SS;54;15;9;21000;500303345000
SS;55;15;9;21000;500303345000
SS;56;15;10;24000;500303345000
SS;57;15;9;16000;500303345000
SS;58;15;11;23000;500303345000
SS;59;15;9;15000;500303345000
SS;60;15;10;17000;500303345000
SS;61;15;10;26000;500303345000
SS;62;15;5;12000;500303345000
SS;63;15;10;20000;500303345000
SS;64;15;10;17000;500303345000
SS;65;15;9;14000;500303345000
SS;66;15;10;25000;500303345000
SS;67;15;9;18000;500303345000
SS;68;15;10;17000;500303345000
SS;69;15;10;15000;500303345000
SS;70;15;12;19000;500303345000
SS;71;15;10;16000;500303345000
SS;72;15;5;17000;500303345000
SS;73;15;8;19000;500303345000
SS;74;15;7;18000;500303345000
SS;75;15;12;22000;500303345000
SS;76;15;11;17000;500303345000
SS;77;15;9;16000;500303345000
SS;78;15;8;17000;500303345000
SS;79;15;10;16000;500303345000
SS;80;15;9;15000;500303345000
SS;81;15;11;23000;500303345000
SS;82;15;10;16000;500303345000
SS;83;15;10;16000;500303345000
SS;84;15;9;14000;500303345000
SS;85;15;9;15000;500303345000
SS;86;15;10;16000;500303345000
SS;87;15;8;15000;500303345000
SS;88;15;12;29000;500303345000
SS;89;15;9;18000;500303345000
SS;90;15;9;14000;500303345000
SS;91;15;10;15000;500303345000
SS;92;15;7;13000;500303345000
SS;93;15;7;12000;500303345000
SS;94;15;6;10000;500303345000
SS;95;15;8;17000;500303345000
SS;96;15;9;19000;500303345000
SS;97;15;11;18000;500303345000
SS;98;15;9;15000;500303345000
SS;99;15;12;20000;500303345000
CP;0;16;14;83000;142852000
CP;1;16;15;39000;142852000
CP;2;16;14;27000;142852000
CP;3;16;12;29000;142852000
CP;4;16;9;19000;142852000
CP;5;16;11;22000;142852000
CP;6;16;7;13000;142852000
CP;7;16;9;16000;142852000
CP;8;16;7;13000;142852000
CP;9;16;12;24000;142852000
CP;10;16;13;25000;142852000
CP;11;16;13;22000;142852000
CP;12;16;13;23000;142852000
CP;13;16;9;22000;142852000
CP;14;16;13;24000;142852000
CP;15;16;13;24000;142852000
CP;16;16;8;16000;142852000
CP;17;16;13;23000;142852000
CP;18;16;10;19000;142852000
CP;19;16;15;29000;142852000
CP;20;16;16;29000;142852000
CP;21;16;11;22000;142852000
CP;22;16;14;27000;142852000
CP;23;16;13;26000;142852000
CP;24;16;13;22000;142852000
CP;25;16;10;24000;142852000
CP;26;16;14;25000;142852000
CP;27;16;12;25000;142852000
CP;28;16;15;29000;142852000
CP;29;16;12;20000;142852000
CP;30;16;16;27000;142852000
CP;31;16;12;23000;142852000
CP;32;16;15;27000;142852000
CP;33;16;13;26000;142852000
CP;34;16;10;20000;142852000
CP;35;16;16;28000;142852000
CP;36;16;9;18000;142852000
CP;37;16;16;29000;142852000
CP;38;16;12;24000;142852000
CP;39;16;14;26000;142852000
CP;40;16;10;19000;142852000
CP;41;16;13;27000;142852000
CP;42;16;16;29000;142852000
CP;43;16;13;24000;142852000
CP;44;16;13;24000;142852000
CP;45;16;11;24000;142852000
CP;46;16;13;25000;142852000
CP;47;16;12;23000;142852000
CP;48;16;14;26000;142852000
CP;49;16;15;27000;142852000
CP;50;16;14;28000;142852000
CP;51;16;17;32000;142852000
CP;52;16;14;28000;142852000
CP;53;16;17;29000;142852000
CP;54;16;15;28000;142852000
CP;55;16;14;25000;142852000
CP;56;16;15;25000;142852000
CP;57;16;14;28000;142852000
CP;58;16;12;24000;142852000
CP;59;16;15;27000;142852000
CP;60;16;15;29000;142852000
CP;61;16;10;19000;142852000
CP;62;16;7;13000;142852000
CP;63;16;16;35000;142852000
CP;64;16;13;27000;142852000
CP;65;16;12;23000;142852000
CP;66;16;16;30000;142852000
CP;67;16;17;32000;142852000
CP;68;16;14;25000;142852000
CP;69;16;11;20000;142852000
CP;70;16;15;30000;142852000
CP;71;16;18;32000;142852000
CP;72;16;7;15000;142852000
CP;73;16;9;17000;142852000
CP;74;16;11;21000;142852000
CP;75;16;14;26000;142852000
CP;76;16;11;19000;142852000
CP;77;16;13;24000;142852000
CP;78;16;15;28000;142852000
CP;79;16;14;27000;142852000
CP;80;16;10;17000;142852000
CP;81;16;13;24000;142852000
CP;82;16;14;26000;142852000
CP;83;16;12;27000;142852000
CP;84;16;13;25000;142852000
CP;85;16;12;24000;142852000
CP;86;16;13;24000;142852000
CP;87;16;10;18000;142852000
CP;88;16;13;26000;142852000
CP;89;16;15;28000;142852000
CP;90;16;15;28000;142852000
CP;91;16;14;26000;142852000
CP;92;16;13;25000;142852000
CP;93;16;11;19000;142852000
CP;94;16;8;16000;142852000
CP;95;16;10;18000;142852000
CP;96;16;13;25000;142852000
CP;97;16;15;32000;142852000
CP;98;16;13;23000;142852000
CP;99;16;11;20000;142852000
CP;0;17;17;54000;293498000
CP;1;17;15;36000;293498000
CP;2;17;16;38000;293498000
CP;3;17;20;41000;293498000
CP;4;17;16;34000;293498000
CP;5;17;16;34000;293498000
CP;6;17;9;19000;293498000
CP;7;17;13;24000;293498000
CP;8;17;10;21000;293498000
CP;9;17;16;33000;293498000
CP;10;17;13;31000;293498000
CP;11;17;15;28000;293498000
CP;12;17;18;37000;293498000
CP;13;17;11;21000;293498000
CP;14;17;16;35000;293498000
CP;15;17;13;29000;293498000
CP;16;17;10;25000;293498000
CP;17;17;18;36000;293498000
CP;18;17;11;24000;293498000
CP;19;17;19;38000;293498000
CP;20;17;17;36000;293498000
CP;21;17;19;38000;293498000
CP;22;17;18;35000;293498000
CP;23;17;17;35000;293498000
CP;24;17;12;24000;293498000
CP;25;17;15;31000;293498000
CP;26;17;15;31000;293498000
CP;27;17;17;34000;293498000
CP;28;17;16;33000;293498000
CP;29;17;16;29000;293498000
CP;30;17;17;34000;293498000
CP;31;17;14;33000;293498000
CP;32;17;13;26000;293498000
CP;33;17;17;34000;293498000
CP;34;17;11;25000;293498000
CP;35;17;15;32000;293498000
CP;36;17;12;24000;293498000
CP;37;17;14;28000;293498000
CP;38;17;14;27000;293498000
CP;39;17;15;30000;293498000
CP;40;17;16;32000;293498000
CP;41;17;14;29000;293498000
CP;42;17;17;35000;293498000
CP;43;17;14;26000;293498000
CP;44;17;18;34000;293498000
CP;45;17;17;29000;293498000
CP;46;17;18;35000;293498000
CP;47;17;12;26000;293498000
CP;48;17;21;47000;293498000
CP;49;17;17;34000;293498000
CP;50;17;16;30000;293498000
CP;51;17;18;36000;293498000
CP;52;17;16;32000;293498000
CP;53;17;16;32000;293498000
CP;54;17;13;24000;293498000
CP;55;17;15;31000;293498000
CP;56;17;17;31000;293498000
CP;57;17;18;38000;293498000
CP;58;17;17;33000;293498000
CP;59;17;15;30000;293498000
CP;60;17;18;34000;293498000
CP;61;17;13;27000;293498000
CP;62;17;12;22000;293498000
CP;63;17;14;33000;293498000
CP;64;17;21;39000;293498000
CP;65;17;18;36000;293498000
CP;66;17;19;35000;293498000
CP;67;17;19;39000;293498000
CP;68;17;18;33000;293498000
CP;69;17;15;29000;293498000
CP;70;17;18;35000;293498000
CP;71;17;21;40000;293498000
CP;72;17;11;21000;293498000
CP;73;17;13;26000;293498000
CP;74;17;14;28000;293498000
CP;75;17;15;32000;293498000
CP;76;17;14;25000;293498000
CP;77;17;17;34000;293498000
CP;78;17;14;34000;293498000
CP;79;17;15;28000;293498000
CP;80;17;13;25000;293498000
CP;81;17;18;34000;293498000
CP;82;17;18;35000;293498000
CP;83;17;16;31000;293498000
CP;84;17;17;32000;293498000
CP;85;17;17;33000;293498000
CP;86;17;19;36000;293498000
CP;87;17;18;35000;293498000
CP;88;17;14;28000;293498000
CP;89;17;17;31000;293498000
CP;90;17;18;34000;293498000
CP;91;17;17;33000;293498000
CP;92;17;16;31000;293498000
CP;93;17;12;23000;293498000
CP;94;17;10;23000;293498000
CP;95;17;16;30000;293498000
CP;96;17;19;34000;293498000
CP;97;17;20;41000;293498000
CP;98;17;17;33000;293498000
CP;99;17;14;29000;293498000
CP;0;18;21;107000;741757000
CP;1;18;25;53000;741757000
CP;2;18;24;64000;741757000
CP;3;18;23;47000;741757000
CP;4;18;20;43000;741757000
CP;5;18;19;39000;741757000
CP;6;18;11;28000;741757000
CP;7;18;15;31000;741757000
CP;8;18;15;29000;741757000
CP;9;18;17;41000;741757000
CP;10;18;23;48000;741757000
CP;11;18;17;34000;741757000
CP;12;18;24;45000;741757000
CP;13;18;17;39000;741757000
CP;14;18;19;43000;741757000
CP;15;18;22;44000;741757000
CP;16;18;17;33000;741757000
CP;17;18;25;51000;741757000
CP;18;18;19;39000;741757000
CP;19;18;23;50000;741757000
CP;20;18;26;52000;741757000
CP;21;18;22;44000;741757000
CP;22;18;22;43000;741757000
CP;23;18;25;51000;741757000
CP;24;18;18;35000;741757000
CP;25;18;25;47000;741757000
CP;26;18;22;43000;741757000
CP;27;18;26;51000;741757000
CP;28;18;25;49000;741757000
CP;29;18;25;53000;741757000
CP;30;18;24;48000;741757000
CP;31;18;18;38000;741757000
CP;32;18;22;43000;741757000
CP;33;18;20;41000;741757000
CP;34;18;15;30000;741757000
CP;35;18;23;46000;741757000
CP;36;18;14;30000;741757000
CP;37;18;22;44000;741757000
CP;38;18;21;43000;741757000
CP;39;18;22;42000;741757000
CP;40;18;26;48000;741757000
CP;41;18;21;47000;741757000
CP;42;18;22;42000;741757000
CP;43;18;23;46000;741757000
CP;44;18;25;48000;741757000
CP;45;18;22;43000;741757000
CP;46;18;22;47000;741757000
CP;47;18;21;43000;741757000
CP;48;18;24;46000;741757000
CP;49;18;23;45000;741757000
CP;50;18;27;53000;741757000
CP;51;18;24;46000;741757000
CP;52;18;21;49000;741757000
CP;53;18;22;45000;741757000
CP;54;18;24;46000;741757000
CP;55;18;20;41000;741757000
CP;56;18;25;49000;741757000
CP;57;18;20;41000;741757000
CP;58;18;20;41000;741757000
CP;59;18;24;45000;741757000
CP;60;18;16;32000;741757000
CP;61;18;18;37000;741757000
CP;62;18;13;27000;741757000
CP;63;18;21;42000;741757000
CP;64;18;21;46000;741757000
CP;65;18;23;44000;741757000
CP;66;18;22;45000;741757000
CP;67;18;22;44000;741757000
CP;68;18;26;48000;741757000
CP;69;18;23;46000;741757000
CP;70;18;23;45000;741757000
CP;71;18;24;45000;741757000
CP;72;18;10;21000;741757000
CP;73;18;19;37000;741757000
CP;74;18;19;41000;741757000
CP;75;18;22;43000;741757000
CP;76;18;22;46000;741757000
CP;77;18;20;40000;741757000
CP;78;18;23;42000;741757000
CP;79;18;22;43000;741757000
CP;80;18;15;31000;741757000
CP;81;18;22;43000;741757000
CP;82;18;23;46000;741757000
CP;83;18;22;42000;741757000
CP;84;18;21;41000;741757000
CP;85;18;18;35000;741757000
CP;86;18;23;44000;741757000
CP;87;18;20;43000;741757000
CP;88;18;25;54000;741757000
CP;89;18;27;52000;741757000
CP;90;18;21;42000;741757000
CP;91;18;22;42000;741757000
CP;92;18;24;46000;741757000
CP;93;18;20;40000;741757000
CP;94;18;10;23000;741757000
CP;95;18;21;38000;741757000
CP;96;18;22;43000;741757000
CP;97;18;23;45000;741757000
CP;98;18;22;44000;741757000
CP;99;18;22;50000;741757000
CP;0;19;30;95000;1953277000
CP;1;19;35;96000;1953277000
CP;2;19;34;81000;1953277000
CP;3;19;29;63000;1953277000
CP;4;19;35;71000;1953277000
CP;5;19;34;68000;1953277000
CP;6;19;16;30000;1953277000
CP;7;19;23;45000;1953277000
CP;8;19;24;47000;1953277000
CP;9;19;29;58000;1953277000
CP;10;19;37;68000;1953277000
CP;11;19;27;57000;1953277000
CP;12;19;34;67000;1953277000
CP;13;19;27;51000;1953277000
CP;14;19;32;60000;1953277000
CP;15;19;35;68000;1953277000
CP;16;19;1;0;1953277000
CP;17;19;33;63000;1953277000
CP;18;19;28;53000;1953277000
CP;19;19;31;61000;1953277000
CP;20;19;28;57000;1953277000
CP;21;19;34;71000;1953277000
CP;22;19;36;71000;1953277000
CP;23;19;31;60000;1953277000
CP;24;19;28;55000;1953277000
CP;25;19;38;71000;1953277000
CP;26;19;32;64000;1953277000
CP;27;19;33;65000;1953277000
CP;28;19;37;75000;1953277000
CP;29;19;32;59000;1953277000
CP;30;19;30;60000;1953277000
CP;31;19;35;66000;1953277000
CP;32;19;29;57000;1953277000
CP;33;19;35;64000;1953277000
CP;34;19;27;51000;1953277000
CP;35;19;29;59000;1953277000
CP;36;19;25;48000;1953277000
CP;37;19;39;75000;1953277000
CP;38;19;34;63000;1953277000
CP;39;19;35;66000;1953277000
CP;40;19;34;59000;1953277000
CP;41;19;31;62000;1953277000
CP;42;19;33;65000;1953277000
CP;43;19;33;64000;1953277000
CP;44;19;32;64000;1953277000
CP;45;19;28;51000;1953277000
CP;46;19;32;63000;1953277000
CP;47;19;33;62000;1953277000
CP;48;19;33;64000;1953277000
CP;49;19;29;57000;1953277000
CP;50;19;31;59000;1953277000
CP;51;19;38;72000;1953277000
CP;52;19;38;77000;1953277000
CP;53;19;37;71000;1953277000
CP;54;19;31;61000;1953277000
CP;55;19;36;71000;1953277000
CP;56;19;30;57000;1953277000
CP;57;19;31;58000;1953277000
CP;58;19;35;68000;1953277000
CP;59;19;35;68000;1953277000
CP;60;19;36;70000;1953277000
CP;61;19;31;60000;1953277000
CP;62;19;19;36000;1953277000
CP;63;19;33;63000;1953277000
CP;64;19;32;61000;1953277000
CP;65;19;36;68000;1953277000
CP;66;19;37;69000;1953277000
CP;67;19;36;68000;1953277000
CP;68;19;34;69000;1953277000
CP;69;19;31;60000;1953277000
CP;70;19;30;57000;1953277000
CP;71;19;31;65000;1953277000
CP;72;19;19;35000;1953277000
CP;73;19;25;48000;1953277000
CP;74;19;36;70000;1953277000
CP;75;19;36;67000;1953277000
CP;76;19;31;64000;1953277000
CP;77;19;37;69000;1953277000
CP;78;19;29;56000;1953277000
CP;79;19;30;60000;1953277000
CP;80;19;24;44000;1953277000
CP;81;19;31;62000;1953277000
CP;82;19;36;72000;1953277000
CP;83;19;38;71000;1953277000
CP;84;19;34;68000;1953277000
CP;85;19;39;72000;1953277000
CP;86;19;32;62000;1953277000
CP;87;19;30;59000;1953277000
CP;88;19;30;59000;1953277000
CP;89;19;34;65000;1953277000
CP;90;19;31;60000;1953277000
CP;91;19;39;71000;1953277000
CP;92;19;31;65000;1953277000
CP;93;19;24;49000;1953277000
CP;94;19;21;41000;1953277000
CP;95;19;32;62000;1953277000
CP;96;19;32;63000;1953277000
CP;97;19;32;64000;1953277000
CP;98;19;36;68000;1953277000
CP;99;19;38;75000;1953277000
CP;0;20;48;292000;5452607000
CP;1;20;49;150000;5452607000
CP;2;20;55;132000;5452607000
CP;3;20;45;108000;5452607000
CP;4;20;51;117000;5452607000
CP;5;20;51;108000;5452607000
CP;6;20;24;65000;5452607000
CP;7;20;33;81000;5452607000
CP;8;20;31;76000;5452607000
CP;9;20;42;111000;5452607000
CP;10;20;48;131000;5452607000
CP;11;20;51;117000;5452607000
CP;12;20;47;123000;5452607000
CP;13;20;45;90000;5452607000
CP;14;20;49;126000;5452607000
CP;15;20;45;97000;5452607000
CP;16;20;44;94000;5452607000
CP;17;20;51;130000;5452607000
CP;18;20;44;94000;5452607000
CP;19;20;57;136000;5452607000
CP;20;20;49;103000;5452607000
CP;21;20;51;117000;5452607000
CP;22;20;52;118000;5452607000
CP;23;20;51;114000;5452607000
CP;24;20;48;94000;5452607000
CP;25;20;43;106000;5452607000
CP;26;20;55;120000;5452607000
CP;27;20;50;111000;5452607000
CP;28;20;53;104000;5452607000
CP;29;20;47;106000;5452607000
CP;30;20;52;108000;5452607000
CP;31;20;45;99000;5452607000
CP;32;20;45;136000;5452607000
CP;33;20;53;119000;5452607000
CP;34;20;36;90000;5452607000
CP;35;20;50;120000;5452607000
CP;36;20;43;116000;5452607000
CP;37;20;52;130000;5452607000
CP;38;20;47;99000;5452607000
CP;39;20;47;98000;5452607000
CP;40;20;43;97000;5452607000
CP;41;20;51;109000;5452607000
CP;42;20;46;103000;5452607000
CP;43;20;52;120000;5452607000
CP;44;20;52;122000;5452607000
CP;45;20;43;91000;5452607000
CP;46;20;49;113000;5452607000
CP;47;20;50;101000;5452607000
CP;48;20;54;120000;5452607000
CP;49;20;47;110000;5452607000
CP;50;20;49;109000;5452607000
CP;51;20;47;118000;5452607000
CP;52;20;50;120000;5452607000
CP;53;20;45;95000;5452607000
CP;54;20;48;125000;5452607000
CP;55;20;50;128000;5452607000
CP;56;20;52;121000;5452607000
CP;57;20;46;115000;5452607000
CP;58;20;51;107000;5452607000
CP;59;20;51;107000;5452607000
CP;60;20;47;113000;5452607000
CP;61;20;48;114000;5452607000
CP;62;20;27;72000;5452607000
CP;63;20;56;125000;5452607000
CP;64;20;50;136000;5452607000
CP;65;20;51;118000;5452607000
CP;66;20;50;104000;5452607000
CP;67;20;49;101000;5452607000
CP;68;20;51;114000;5452607000
CP;69;20;48;104000;5452607000
CP;70;20;56;117000;5452607000
CP;71;20;49;113000;5452607000
CP;72;20;31;88000;5452607000
CP;73;20;43;121000;5452607000
CP;74;20;24;61000;5452607000
CP;75;20;52;123000;5452607000
CP;76;20;57;143000;5452607000
CP;77;20;52;117000;5452607000
CP;78;20;49;117000;5452607000
CP;79;20;48;102000;5452607000
CP;80;20;40;95000;5452607000
CP;81;20;51;105000;5452607000
CP;82;20;49;107000;5452607000
CP;83;20;50;116000;5452607000
CP;84;20;54;118000;5452607000
CP;85;20;50;113000;5452607000
CP;86;20;46;116000;5452607000
CP;87;20;48;102000;5452607000
CP;88;20;55;130000;5452607000
CP;89;20;42;101000;5452607000
CP;90;20;49;112000;5452607000
